name,latitude_deg,longitude_deg,country,municipality,iata_code
Eloy Alfaro International Airport,-0.9460780024528505,-80.67880249023438,EC,Manta,MEC
Reales Tamarindos Airport,-1.04165,-80.472198,EC,Portoviejo,PVO
Mariscal Sucre International Airport,-0.125399,-78.354306,EC,Quito,UIO
Santa Rosa - Artillery Colonel Victor Larrea International Airport,-3.441986,-79.996957,EC,Santa Rosa,ETR
General Ulpiano Paez Airport,-2.210057,-80.985067,EC,Salinas,SNC
Carlos Concha Torres International Airport,0.978519,-79.626602,EC,Tachina,ESM
Tarapoa Airport,-0.122956,-76.337799,EC,Tarapoa,TPC
Lieutenant Colonel Luis A. Mantilla International Airport,0.809506,-77.708099,EC,Tulcán,TUA
Port Stanley Airport,-51.685699462891,-57.777599334717,FK,Stanley,PSY
Silvio Pettirossi International Airport.,-25.240156,-57.519227,PY,Asunción,ASU
Aeropuerto Nacional de Juan De Ayolas,-27.378379,-56.856791,PY,Ayolas,AYO
Aeropuerto Nacional Tte. Cnel. Carmelo Peralta,-23.440334,-57.429206,PY,Concepción,CIO
Aeropuerto Internacional Tte. Amin Ayub González,-27.221691,-55.833807,PY,Encarnación,ENO
Aeropuerto Internacional Guaraní,-25.457186,-54.839544,PY,Ciudad del Este,AGT
Aeropuerto Nacional de Salto del Guaira,-24.032844,-54.35267,PY,Salto del Guaira,
Aeropuerto Nacional de Itaipú,-25.407268,-54.620805,PY,Itaipú,
Aeropuerto Internacional Dr. Luis Maria Argaña,-22.033912,-60.618964,PY,Mariscal Estigarribia,ESG
Aeródromo Don Carlos Miguel Gimenez,-26.881981,-58.319067,PY,Pilar,PIL
Dr. Augusto Roberto Fuster Airport,-22.641427,-55.829993,PY,Pedro Juan Caballero,PJC
Bauru/Arealva–Moussa Nakhal Tobias State Airport,-22.160755,-49.070325,BR,Bauru,JTC
Gomez Nino Apiay Air Base,4.07607,-73.5627,CO,Apiay,API
El Eden Airport,4.45278,-75.7664,CO,Armenia,AXM
Tres De Mayo Airport,0.505228,-76.5008,CO,Puerto Asís,PUU
Las Flores Airport,9.04554,-73.9749,CO,El Banco,ELB
Palonegro Airport,7.1265,-73.1848,CO,Bucaramanga,BGA
El Dorado International Airport,4.70159,-74.1469,CO,Bogota,BOG
Ernesto Cortissoz International Airport,10.8896,-74.7808,CO,Barranquilla,BAQ
José Celestino Mutis Airport,6.20292,-77.3947,CO,Bahía Solano,BSC
Gerardo Tobar López Airport,3.81963,-76.9898,CO,Buenaventura,BUN
Camilo Daza International Airport,7.92757,-72.5115,CO,Cúcuta,CUC
Rafael Nuñez International Airport,10.4424,-75.513,CO,Cartagena,CTG
Alfonso Bonilla Aragon International Airport,3.54322,-76.3816,CO,Cali,CLO
La Florida Airport,1.81442,-78.7492,CO,Tumaco,TCO
Juan H White Airport,7.96847,-75.1985,CO,Caucasia,CAQ
Coveñas Airport,9.40092,-75.6913,CO,Coveñas,CVE
Las Brujas Airport,9.33274,-75.2856,CO,Corozal,CZU
El Bagre Airport,7.59647,-74.8089,CO,El Bagre,EBG
Yariguíes Airport,7.02433,-73.8068,CO,Barrancabermeja,EJA
Gustavo Artunduaga Paredes Airport,1.58919,-75.5644,CO,Florencia,FLA
Santiago Vila Airport,4.27624,-74.7967,CO,Girardot,GIR
Santa Ana Airport,4.75818,-75.9557,CO,Cartago,CRC
Juan Casiano Airport,2.57013,-77.897969,CO,Guapi,GPI
Perales Airport,4.42161,-75.1333,CO,Ibagué,IBE
San Luis Airport,0.861946,-77.671783,CO,Ipiales,IPI
Antonio Roldán Betancur Airport,7.81196,-76.7164,CO,Carepa,APO
Jorge Isaac Airport,11.2325,-72.4901,CO,La Mina-Maicao,MCJ
Alfredo Vásquez Cobo International Airport,-4.19355,-69.9432,CO,Leticia,LET
Enrique Olaya Herrera Airport,6.220549,-75.590582,CO,Medellín,EOH
Baracoa Airport,9.28474,-74.8461,CO,Magangué,MGN
Los Garzones Airport,8.82374,-75.8258,CO,Montería,MTR
Fabio Alberto Leon Bentley Airport,1.25366,-70.2339,CO,Mitú,MVP
La Nubia Airport,5.0296,-75.4647,CO,Manizales,MZL
Benito Salas Airport,2.95015,-75.294,CO,Neiva,NVA
Aguas Claras Airport,8.31506,-73.3583,CO,Ocaña,OCV
German Olano Airport,6.18472,-67.4932,CO,Puerto Carreño,PCR
Obando Cesar Gaviria Trujillo Airport,3.85353,-67.9062,CO,Puerto Inírida,PDA
Matecaña International Airport,4.81267,-75.7395,CO,Pereira,PEI
Pitalito Airport,1.85777,-76.0857,CO,Pitalito,PTX
Guillermo León Valencia Airport,2.4544,-76.6093,CO,Popayán,PPN
German Olano Air Base,5.48361,-74.6574,CO,La Dorada,PAL
Antonio Nariño Airport,1.39625,-77.2915,CO,Chachagüí,PSO
El Embrujo Airport,13.357461,-81.357977,CO,Providencia,PVA
Paz De Ariporo Airport,5.87615,-71.8866,CO,Paz De Ariporo,PZA
Mariquita Airport,5.21256,-74.8836,CO,Mariquita,MQU
Jose Maria Córdova International Airport,6.16454,-75.4231,CO,Medellín,MDE
Almirante Padilla Airport,11.5262,-72.926,CO,Riohacha,RCH
Jorge E. Gonzalez Torres Airport,2.57969,-72.6394,CO,San José Del Guaviare,SJE
Simón Bolívar International Airport,11.1196,-74.2306,CO,Santa Marta,SMR
Gustavo Rojas Pinilla International Airport,12.5836,-81.7112,CO,San Andrés,ADZ
Eduardo Falla Solano Airport,2.15217,-74.7663,CO,San Vicente Del Caguán,SVI
Tunja Airport,5.54138,-73.3445,CO,Tunja,
Gustavo Vargas Airport,6.45108,-71.7603,CO,Tame,TME
Captain Ernesto Esguerra Cubides Air Base,0.7459,-75.234,CO,Tres Esquinas,TQS
Marandúa Air Base,5.52448,-68.6856,CO,Marandúa,
Santiago Perez Airport,7.06888,-70.7369,CO,Arauca,AUC
El Caraño Airport,5.69076,-76.6412,CO,Quibdó,UIB
Heriberto Gíl Martínez Airport,4.08836,-76.2351,CO,Tuluá,ULQ
Alfonso López Pumarejo Airport,10.435,-73.2495,CO,Valledupar,VUP
Vanguardia Airport,4.16787,-73.6138,CO,Villavicencio,VVC
El Yopal Airport,5.31911,-72.384,CO,El Yopal,EYP
Alcantarí Airport,-19.246835,-65.149611,BO,Yamparaez,SRE
Bermejo Airport,-22.7733001709,-64.31289672850001,BO,Bermejo,BJO
Jorge Wilsterman International Airport,-17.421100616455078,-66.1771011352539,BO,Cochabamba,CBB
Capitán Aníbal Arab Airport,-11.040399551400002,-68.7829971313,BO,Cobija,CIJ
El Trompillo Airport,-17.8115997314,-63.1715011597,BO,Santa Cruz,SRZ
Guayaramerín Airport,-10.88856,-65.380955,BO,Guayaramerín,GYA
El Alto International Airport,-16.5132999420166,-68.19229888916016,BO,La Paz / El Alto,LPB
Juan Mendoza Airport,-17.962601,-67.076202,BO,Oruro,ORU
Capitan Nicolas Rojas Airport,-19.543331,-65.723734,BO,Potosí,POI
Capitán Av. Salvador Ogaya G. airport,-18.975301,-57.820599,BO,Puerto Suárez,PSZ
Capitán Av. Selin Zeitun Lopez Airport,-11.009355,-66.075468,BO,Riberalta,RIB
Santa Ana Del Yacuma Airport,-13.7622003555,-65.4352035522,BO,Santa Ana del Yacuma,SBL
Juana Azurduy De Padilla Airport,-19.007099,-65.288696,BO,Sucre,
San Ignacio de Velasco Airport,-16.401239,-61.0452,BO,San Ignacio de Velasco,
Capitan Oriel Lea Plaza Airport,-21.5557,-64.701302,BO,Tarija,TJA
Teniente Av. Jorge Henrich Arauz Airport,-14.8186998367,-64.9179992676,BO,Trinidad,TDD
Teniente Coronel Rafael Pabón Airport,-21.2551994324,-63.4056015015,BO,Villamontes,VLM
Viru Viru International Airport,-17.6448,-63.135399,BO,Santa Cruz,VVI
Yacuiba Airport,-21.960899353027344,-63.65169906616211,BO,Yacuíba,BYC
Johan Adolf Pengel International Airport,5.45283,-55.187801,SR,Zandery,PBM
Dr. Luciano de Arruda Coelho Regional Airport,-3.614488,-40.231426,BR,Sobral,JSO
Planalto Serrano Regional Airport,-27.634128,-50.358253,BR,Correia Pinto,EEA
Linhares Municipal Airport,-19.355202,-40.07128,BR,Linhares,LHN
Russas - João De Deus Regional Airport,-4.94727,-38.008202,BR,Russas,
K50 International Airport,2.00528,44.986599,SO,Mogadishu,
Cayenne – Félix Eboué Airport,4.819964,-52.361326,GF,Matoury,CAY
Saint-Georges-de-l'Oyapock Airport,3.8976,-51.8041,GF,Saint-Georges-de-l'Oyapock,OYP
Teniente General Gerardo Pérez Pinedo Airport,-10.7291,-73.766502,PE,Atalaya,AYX
Caballococha Airport,-3.91686010361,-70.5082015991,PE,Caballococha,
Iberia Airport,-11.4116,-69.488701,PE,Iberia,IBP
Cap FAP David Abenzur Rengifo International Airport,-8.37794017791748,-74.57430267333984,PE,Pucallpa,PCL
FAP Lieutenant Jaime Andres de Montreuil Morales Airport,-9.14961,-78.523804,PE,Chimbote,CHM
Air Force Captain Jose A Quinones Gonzales International Airport,-6.78748,-79.828102,PE,Chiclayo,CIX
Air Force Colonel Alfredo Mendivil Duarte Airport,-13.1548,-74.204399,PE,Ayacucho,AYP
Comandante FAP German Arias Graziani Airport,-9.347439765930176,-77.59839630126953,PE,Anta,ATA
Jorge Chávez International Airport,-12.0219,-77.114305,PE,Lima,LIM
Juan Simons Vela Airport,-6.06786,-77.160004,PE,Rioja,RIJ
Shumba Airport,-5.59248,-78.774002,PE,Jaén,JAE
Juanjui Airport,-7.1691,-76.7286,PE,Juanjuí,JJI
Francisco Carle Airport,-11.7831001282,-75.47339630130001,PE,Jauja,JAU
Inca Manco Capac International Airport,-15.467100143432615,-70.158203125,PE,Juliaca,JUL
Mayor General FAP Armando Revoredo Iglesias Airport,-7.1391801834106445,-78.4894027709961,PE,Cajamarca,CJA
General Jorge Fernandez Maldon Airport,-17.695,-71.344002,PE,Ilo,ILQ
Captain Pedro Canga Rodríguez International Airport,-3.552074,-80.381086,PE,Tumbes,TBP
Moises Benzaquen Rengifo Airport,-5.893770217895508,-76.11820220947266,PE,Yurimaguas,YMS
Alferez Fap David Figueroa Fernandini Airport,-9.878809928894045,-76.20480346679688,PE,Huánuco,HUU
Chachapoyas Airport,-6.201911,-77.856195,PE,Chachapoyas,CHH
Coronel FAP Francisco Secada Vignetta International Airport,-3.78474,-73.3088,PE,Iquitos,IQT
Rodríguez Ballón International Airport,-16.3411006927,-71.5830993652,PE,Arequipa,AQP
Capitan FAP Carlos Martinez De Pinillos International Airport,-8.08141040802002,-79.10880279541016,PE,Trujillo,TRU
Captain Renán Elías Olivera International Airport,-13.7449,-76.220299,PE,Pisco,PIO
Cadete FAP Guillermo Del Castillo Paredes Airport,-6.508739948272705,-76.37319946289062,PE,Tarapoto,TPP
Coronel FAP Carlos Ciriani Santa Rosa International Airport,-18.0533008575,-70.2758026123,PE,Tacna,TCQ
Padre Aldamiz International Airport,-12.6135997772,-69.2285995483,PE,Puerto Maldonado,PEM
Capitán FAP Guillermo Concha Iberico International Airport,-5.20574998856,-80.61640167239999,PE,Piura,PIU
Captain Victor Montes Arias International Airport,-4.57664,-81.254097,PE,Talara,TYL
Maria Reiche Neuman Airport,-14.854,-74.961502,PE,Nazca,NZC
Alejandro Velasco Astete International Airport,-13.535699844400002,-71.9387969971,PE,Cusco,CUZ
Shangrao Sanqingshan Airport,28.3797,117.9643,CN,Shangrao,SQD
Sanming Shaxian Airport,26.4263,117.8336,CN,Sanming,SQJ
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,-25.184476,-50.143822,BR,Ponta Grossa,PGZ
Ángel S. Adami International Airport,-34.7892,-56.264702,UY,Montevideo,
Santa Bernardina International Airport,-33.358898,-56.499199,UY,Durazno,DZO
Capitan Corbeta CA Curbelo International Airport,-34.855099,-55.094299,UY,Punta del Este,PDP
Carrasco General Cesáreo L. Berisso International Airport,-34.835647,-56.026497,UY,Ciudad de la Costa,MVD
Nueva Hesperides International Airport,-31.438499,-57.985298,UY,Salto,STY
Oswaldo Guevara Mujica Airport,9.553375,-69.237869,VE,Acarigua,AGV
Anaco Airport,9.430225,-64.470726,VE,Anaco,AAO
General José Antonio Anzoategui International Airport,10.111111,-64.692222,VE,Barcelona,BLA
Barinas Airport,8.615,-70.214167,VE,Barinas,BNS
El Libertador Airbase,10.183375,-67.55732,VE,,
Barquisimeto International Airport,10.042747,-69.35862,VE,Barquisimeto,BRM
Escuela Mariscal Sucre Airport,10.249978065490724,-67.64942169189453,VE,Maracay,MYC
"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",8.122161,-63.536957,VE,,CBL
Caicara del Orinoco Airport,7.62551,-66.162804,VE,,CXA
Calabozo Airport,8.924656,-67.417091,VE,Guarico,CLZ
Canaima Airport,6.231989,-62.85485,VE,Canaima,CAJ
General Francisco Bermúdez Airport,10.660014,-63.261681,VE,Carúpano,CUP
José Leonardo Chirinos Airport,11.414944,-69.680901,VE,Coro,CZE
Oscar Machado Zuluaga Airport,10.286111,-66.816109,VE,Caracas,
Cumaná (Antonio José de Sucre) Airport,10.450333,-64.13047,VE,,CUM
El Dorado Airport,6.71573,-61.638786,VE,Bolivar,EOR
Elorza Airport,7.059677,-69.4967,VE,,EOZ
Generalissimo Francisco de Miranda Air Base,10.485033,-66.843513,VE,La Carlota,
Guasdualito Airport,7.210834,-70.756386,VE,Guasdualito,GDO
Guiria Airport,10.5740776062,-62.3126678467,VE,,GUI
Guanare Airport,9.026944,-69.75515,VE,Guanare,GUQ
Josefa Camejo International Airport,11.780775,-70.151497,VE,Paraguaná,LSP
San Juan de Los Morros Airport,9.906953,-67.379639,VE,San Juan de los Morros,
La Fria Airport,8.239167,-72.271027,VE,,LFR
La Chinita International Airport,10.5582084656,-71.7278594971,VE,Maracaibo,MAR
Alberto Carnevalli Airport,8.582078,-71.161041,VE,Mérida,MRD
Del Caribe Santiago Mariño International Airport,10.912603378295898,-63.96659851074219,VE,Isla Margarita,PMV
Simón Bolívar International Airport,10.601194,-66.991222,VE,Caracas,CCS
Metropolitano Airport,10.133169,-66.787827,VE,,
Maturín Airport,9.749023,-63.153348,VE,Maturín,MUN
Cacique Aramare Airport,5.6199898719788,-67.606101989746,VE,Puerto Ayacucho,PYH
General Bartolome Salom International Airport,10.4805,-68.072998,VE,,PBL
Paramillo Airport,7.80132,-72.202904,VE,,SCI
General Manuel Carlos Piar International Airport,8.288530349731445,-62.760398864746094,VE,Puerto Ordaz-Ciudad Guayana,PZO
Palmarito Airport,7.56667,-70.183296,VE,Palmarito,PTM
San Antonio Del Tachira Airport,7.84083,-72.439697,VE,,SVZ
Santa Elena de Uairen Airport,4.555,-61.150002,VE,,SNV
Mayor Buenaventura Vivas International Airport,7.56538,-72.035103,VE,Santo Domingo,STD
Sub Teniente Nestor Arias Airport,10.2787,-68.755203,VE,San Felipe,SNF
San Fernando De Apure Airport,7.88332,-67.444,VE,Inglaterra,SFD
San Tomé Airport,8.9451465606689,-64.151084899902,VE,El Tigre,SOM
Miguel Urdaneta Fernández Airport,8.97455,-71.943253,VE,San Carlos del Zulia,STB
Tucupita Airport,9.088994,-62.094173,VE,Tucupita,TUV
Tumeremo Airport,7.24938,-61.52893,VE,,TMO
Arturo Michelena International Airport,10.14973258972168,-67.92839813232422,VE,Valencia,VLN
Juan Pablo Pérez Alfonso Airport,8.624139,-71.672668,VE,El Vigía,VIG
Dr. Antonio Nicolás Briceño Airport,9.340478,-70.584061,VE,Valera,VLV
Valle de La Pascua Airport,9.22202777863,-65.9935836792,VE,,VDP
Araguaína Airport,-7.22787,-48.240501,BR,Araguaína,AUX
Maestro Marinho Franco Airport,-16.584292,-54.724803,BR,Rondonópolis,ROO
Cheddi Jagan International Airport,6.49855,-58.254101,GY,Georgetown,GEO
Eugene F. Correira International Airport,6.80628,-58.1059,GY,Ogle,OGL
Lethem Airport,3.37276,-59.789398,GY,Lethem,LTM
Qingdao Jiaodong International Airport,36.361953,120.088171,CN,Qingdao (Jiaozhou),TAO
V C Bird International Airport,17.1367,-61.792702,AG,Osbourn,ANU
Codrington Airport,17.635799,-61.828602,AG,Codrington,BBQ
Grantley Adams International Airport,13.0746,-59.4925,BB,Bridgetown,BGI
Canefield Airport,15.336693,-61.392108,DM,Canefield,DCF
Douglas-Charles Airport,15.547,-61.299999,DM,Marigot,DOM
Martinique Aimé Césaire International Airport,14.591,-61.003201,MQ,Fort-de-France,FDF
Grand Case-Espérance Airport,18.099899,-63.047199,MF,Grand Case,SFG
Saint Barthélemy - Rémy de Haenen Airport,17.9044,-62.843601,BL,Gustavia / Saint-Jean,SBH
Marie-Galante Airport,15.868925,-61.270087,GP,Grand Bourg,GBJ
Pointe-à-Pitre Le Raizet International  Airport,16.265301,-61.531799,GP,Pointe-à-Pitre,PTP
Maurice Bishop International Airport,12.0042,-61.786201,GD,Saint George's,GND
Cyril E. King Airport,18.337091,-64.977251,VI,Charlotte Amalie,STT
Henry E Rohlsen Airport,17.701567,-64.801634,VI,Christiansted,STX
Gissar Air Base,38.512298584,68.67250061040001,TJ,Dushanbe,
Farkhor Air Base,37.46979904169999,69.3807983398,TJ,Parkhar,
Antonio Nery Juarbe Pol Airport,18.45085,-66.675768,PR,Arecibo,ARE
Rafael Hernández International Airport,18.4949,-67.129402,PR,Aguadilla,BQN
Benjamin Rivera Noriega Airport,18.312954,-65.303893,PR,Culebra,CPX
Fernando Luis Ribas Dominicci Airport,18.45680046081543,-66.09809875488281,PR,San Juan,SIG
Eugenio Maria De Hostos Airport,18.255699157714844,-67.14849853515625,PR,Mayaguez,MAZ
Mercedita Airport,18.00830078125,-66.56300354003906,PR,Ponce,PSE
José Aponte de la Torre Airport,18.2453,-65.643402,PR,Ceiba,NRR
Luis Munoz Marin International Airport,18.4394,-66.001801,PR,San Juan,SJU
Antonio Rivera Rodriguez Airport,18.1348,-65.493599,PR,Vieques,VQS
Robert L. Bradshaw International Airport,17.311199188232422,-62.71870040893555,KN,Basseterre,SKB
Vance W. Amory International Airport,17.205699920654297,-62.589900970458984,KN,Charlestown,NEV
George F. L. Charles Airport,14.0202,-60.992901,LC,Castries,SLU
Hewanorra International Airport,13.7332,-60.952599,LC,Vieux Fort,UVF
Mary North Airport,37.66429901123047,61.82699966430664,TM,Mary,
Queen Beatrix International Airport,12.5014,-70.015198,AW,Oranjestad,AUA
Flamingo International Airport,12.131,-68.268501,BQ,"Kralendijk, Bonaire",BON
Hato International Airport,12.1889,-68.959801,CW,Willemstad,CUR
F. D. Roosevelt Airport,17.49650001525879,-62.979400634765625,BQ,Sint Eustatius,EUX
Princess Juliana International Airport,18.041,-63.108898,SX,Saint Martin,SXM
Juancho E. Yrausquin Airport,17.645351,-63.220571,BQ,Saba,SAB
Jumandy Airport,-1.060185,-77.580525,EC,Ahuano,TNW
Clayton J Lloyd International Airport,18.204773,-63.05383,AI,The Valley,AXA
Temelli Air Base,39.73885726928711,32.378639221191406,TR,Polatlı,
Çukurhisar Airport,39.84389877319336,30.968000411987305,TR,Alpu,
Keşan Air Base,40.787068,26.606655,TR,Keşan,
Çukurova International Airport,36.890908,35.070522,TR,Tarsus,COV
John A. Osborne Airport,16.791401,-62.193298,MS,Gerald's Park,MNI
A.N.R. Robinson International Airport,11.1497,-60.832199,TT,Scarborough,TAB
Piarco International Airport,10.5954,-61.3372,TT,Port of Spain,POS
Terrance B. Lettsome International Airport,18.445492,-64.541707,VG,Road Town,EIS
Argyle International Airport,13.156695,-61.149945,VC,Kingstown,SVD
J F Mitchell Airport,12.9884,-61.262001,VC,Bequia,BQU
Canouan Airport,12.699,-61.3424,VC,Canouan,CIW
Mustique Airport,12.8879,-61.180199,VC,Mustique Island,MQS
Union Island International Airport,12.600135,-61.411945,VC,Union Island,UNI
Zuoying Naval Airfield,22.705,120.280998,TW,Kaohsiung (Zuoying),
L.F. Wade International Airport,32.363998,-64.678703,BM,Hamilton,BDA
Nizhyn Air Base,51.088535,31.870995,UA,Nizhyn,
Oktyabrskoe Air Base,45.31999969482422,34.099998474121094,UA,Oktyabrskoe,
Kirovskoe Air Base,45.16699981689453,35.18299865722656,UA,Kirovskoe,
Melitopol Air Base,46.880001,35.305,UA,Melitopol,
Kacha Air Base,44.779764,33.572245,UA,Kacha,
Bila Tserkva Air Base,49.795228,30.024435,UA,Bila Tserkva,
Zhovtneve Air Base,45.639999,28.67,UA,Bolgrad,
Dolgintsevo Air Base,47.887,33.533,UA,Kryvyi Rih,
Batken Airport,40.042899,70.83784,KG,Batken,
Almaty International Airport,43.354267,77.042828,KZ,Almaty,ALA
Balkhash Airport,46.894246,75.004533,KZ,Balkhash,BXH
Taldykorgan Airport,45.12255,78.442758,KZ,Taldykorgan,TDK
Nursultan Nazarbayev International Airport,51.027035,71.467094,KZ,Astana,NQZ
Kokshetau Airport,53.329102,69.594597,KZ,Kokshetau,KOV
Petropavl Airport,54.774702,69.183273,KZ,Petropavl,PPK
Taraz Airport,42.85359954833984,71.30359649658203,KZ,Taraz,DMB
Issyk-Kul International Airport,42.585584,76.701181,KG,Tamchy,IKU
Manas International Airport,43.0612983704,74.4776000977,KG,Bishkek,FRU
Osh Airport,40.6090011597,72.793296814,KG,Osh,OSS
Kant Air Base,42.85319900512695,74.84649658203125,KG,Kant,
Shymkent Airport,42.364200592041016,69.47889709472656,KZ,Shymkent,CIT
Hazrat Sultan International Airport,43.313126,68.549881,KZ,Turkıstan,HSA
Zhezkazgan National Airport,47.708953,67.738094,KZ,Zhezkazgan,DZN
Sary-Arka Airport,49.670799,73.334396,KZ,Karaganda,KGF
Yubileyniy Airfield,46.052421,63.249185,KZ,Töretam,
Uralsk Airport,51.15079879760742,51.54309844970703,KZ,Uralsk,URA
Ayaguz Airport,47.919218,80.452194,KZ,Ayaguz,
Ekibastuz Airport,51.59099960327149,75.21499633789062,KZ,Ekibastuz,EKB
Ust-Kamenogorsk Airport,50.036571,82.493477,KZ,Ust-Kamenogorsk (Oskemen),UKK
Pavlodar Airport,52.19499969482422,77.07389831542969,KZ,Pavlodar,PWQ
Semey Airport,50.351295,80.234398,KZ,Semey,PLX
Aktau Airport,43.860093,51.09086,KZ,Aktau,SCO
Atyrau International Airport,47.122559,51.819321,KZ,Atyrau,GUW
Shalkar Airport,47.904999,59.619999,KZ,Shalkar,
Aktobe Airport,50.2458,57.206699,KZ,Aktobe,AKX
Kostanay West Airport,53.20690155029297,63.55030059814453,KZ,Kostanay,KSN
Nasosnaya Air Base,40.591599,49.5574,AZ,Nasosnaya,
Khojaly Airport,39.901402,46.786999,AZ,Khojaly,
Kyurdamir Air Base,40.27360153198242,48.16360092163086,AZ,Kyurdamir,
Baku Kala Air Base,40.40660095214844,50.200199127197266,AZ,Baku,
Heydar Aliyev International Airport,40.467498779296875,50.04669952392578,AZ,Baku,GYD
Ganja International Airport,40.737701,46.3176,AZ,Ganja,GNJ
Nakhchivan Airport,39.18880081176758,45.45840072631836,AZ,Nakhchivan,NAJ
Gabala International Airport,40.808617,47.725389,AZ,Gabala,GBB
Zaqatala International Airport,41.557823,46.669464,AZ,Zaqatala,ZTU
Shirak International Airport,40.750401,43.859299,AM,Gyumri,LWN
Erebuni Airport,40.1221008301,44.465000152600005,AM,Yerevan,
Zvartnots International Airport,40.1473007202,44.3959007263,AM,Yerevan,EVN
Yakutsk Airport,62.093299865722656,129.77099609375,RU,Yakutsk,YKS
Chulman Airport,56.913898468018,124.91400146484,RU,Neryungri,NER
Moma Airport,66.450861,143.261551,RU,Khonuu,MQJ
Magan Airport,62.103484,129.545288,RU,Magan,GYG
Olyokminsk Airport,60.401833,120.476094,RU,Olyokminsk,OLZ
Ust-Nera Airport,64.550003051758,143.11500549316,RU,Ust-Nera,USR
Kyzyl-Syr Airport,63.8849983215332,122.7770004272461,RU,Kyzyl-Syr,
Vilyuisk Airport,63.756668,121.693336,RU,Vilyuisk,VYI
Aykhal Airport,65.959198,111.546501,RU,,
Lensk Airport,60.7206001282,114.825996399,RU,Lensk,ULK
Polyarny Airport,66.400398,112.029999,RU,Yakutia,PYJ
Mirny Airport,62.534698486328125,114.03900146484376,RU,Mirny,MJZ
Saskylakh Airport,71.927902,114.080002,RU,Saskylakh,SYS
Belaya Gora Airport,68.556227,146.22784,RU,Belaya Gora,BGN
Srednekolymsk Airport,67.4805,153.7364,RU,Srednekolymsk,SEK
Chokurdakh Airport,70.6231,147.901993,RU,Chokurdah,CKH
Cherskiy Airport,68.7406005859375,161.33799743652344,RU,Cherskiy,CYX
Tiksi Airport,71.697700500488,128.90299987793,RU,Tiksi,IKS
Zyryanka Airport,65.7485,150.8889,RU,Zyryanka,ZKP
Gudauta Air Base,43.104,40.5793,GE,Gudauta,
Dollyar Air Base,40.8876,45.957001,AZ,Dollyar,
Tbilisi Marneuli Air Base,41.459202,44.783199,GE,Tbilisi,
Tbilisi Soganlug Air Base,41.649200439453125,44.9364013671875,GE,Tbilisi,
Vaziani Air Base,41.62799835205078,45.030799865722656,GE,Tbilisi,
Bolshiye Shiraki Air Base,41.37950134277344,46.3672981262207,GE,Bolshiye Shiraki,
Ambrolauri Airport,42.52687,43.13538,GE,Ambrolauri,
David the Builder Kutaisi International Airport,42.176768,42.482393,GE,Kopitnari,KUT
Batumi International Airport,41.610298,41.599701,GE,Batumi,BUS
Sukhumi Babushara /  Vladislav Ardzinba International Airport,42.8582,41.128101,GE,Sukhumi,SUI
Tbilisi International Airport,41.669201,44.9547,GE,Tbilisi,TBS
Ignatyevo Airport,50.42539978027344,127.41200256347656,RU,Blagoveschensk,BQS
Khabarovsk Novy Airport,48.528338,135.188588,RU,Khabarovsk,KHV
Dzemgi Airport,50.605598,137.080994,RU,Komsomolsk-na-Amur,
Kamenny Ruchey Naval Air Base,49.235703,140.1931,RU,Sovetskaya Gavan,
Komsomolsk-on-Amur Airport,50.40900039672851,136.9340057373047,RU,Komsomolsk-on-Amur,KXK
Sovetskaya Gavan (Maygatka) Airport,48.925067,140.035348,RU,Sovetskaya Gavan,GVN
Ugolny Yuri Ryktheu Airport,64.734902,177.740997,RU,Anadyr,DYR
Provideniya Bay Airport,64.37809753417969,-173.2429962158203,RU,Chukotka,PVS
Omsukchan Airport,62.457001,155.744995,RU,Omsukchan,
Chaybukha Airport,61.834999,160.548004,RU,Chaybukha,
Keperveem Airport,67.845001,166.139999,RU,Keperveem,KPW
Sokol Airport,59.9109992980957,150.72000122070312,RU,Magadan,GDX
Pevek Airport,69.783302,170.597,RU,Apapelgino,PWE
Seymchan Airport,62.920780181884766,152.4227752685547,RU,Seymchan,
Magadan-13 Airport,59.62329864501953,150.9219970703125,RU,Magadan,
Severo-Evensk Airport,61.921786,159.229059,RU,Evensk,SWV
Nikolayevsk-na-Amure Airport,53.154999,140.649994,RU,Nikolayevsk-na-Amure Airport,NLI
Okhotsk Airport,59.410065,143.056503,RU,Okhotsk,OHO
Palana Airport,59.082064,159.891577,RU,Palana,
Yelizovo Airport,53.16764,158.451863,RU,Petropavlovsk-Kamchatsky,PKC
Yuzhno-Sakhalinsk Airport,46.885461,142.717466,RU,Yuzhno-Sakhalinsk,UUS
Vladivostok International Airport,43.396256,132.148155,RU,Artyom,VVO
Chita-Kadala International Airport,52.026299,113.306,RU,Chita,HTA
Krasnokamensk Airport,50.033108,118.061142,RU,Krasnokamensk,
Bratsk Airport,56.370601654052734,101.697998046875,RU,Bratsk,BTK
Zheleznogorsk Airport,56.487701,104.106003,RU,Zheleznogorsk-Ilimsky,
Irkutsk International Airport,52.268002,104.389,RU,Irkutsk,IKT
Ust-Kut Airport,56.856701,105.730003,RU,Ust-Kut,UKX
Baikal International Airport,51.808614,107.439652,RU,Ulan Ude,UUD
Boryspil International Airport,50.345001,30.894699,UA,Boryspil,KBP
Mariupol International Airport,47.07609939575195,37.44960021972656,UA,Mariupol,MPW
